_id	style	bib	resBib	author	bookTitle	container	date	doi	edition	editor	journal	location	pages	publisher	title	translator	url	volume	total
5ab9ab5325f15f355762988e	diatom-research	Allen R. B. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen R. B.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	33.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	34.0	
5ab9ab5325f15f355762988e	annual-reviews-author-date	Allen RB. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine. 17(11/12): 	{:author=>"Allen RB.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine.", :url=>"17(11/12):"}	40.0	-	-	0.000	-	-	-	-	-	-	-	29	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-music-technology-and-education	 Allen, R. B. (2011), 'Weaving Content with Coordination Widgets', D-Lib Magazine, 17:11/12 https://doi.org/10.1045/november2011-allen 	{:author=>"Allen, R. B.", :date=>"(2011),", :title=>"'Weaving Content with Coordination Widgets', D-Lib", :journal=>"Magazine,", :volume=>"17: 11/12", :url=>"https://doi.org/10.1045/november2011-allen"}	33.5	-	-	0.000	-	-	-	50	-	-	-	18	-	-	78	35.9	
5ab9ab5325f15f355762988e	journal-of-antimicrobial-chemotherapy	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011; 17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine", :date=>"2011; 17.", :note=>"Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	-	-	50	-	-	-	-	-	-	-	28	-	-	-	46.0	
5ab9ab5325f15f355762988e	culture-medicine-and-psychiatry	Allen, Robert B. 2011 Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine. Retrieved. from https://doi.org/10.1045/november2011-allen. 	{:author=>"Allen, Robert B.", :date=>"2011", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine.", :accessed=>"Retrieved. from", :url=>"https://doi.org/10.1045/november2011-allen."}	5.0	-	-	0.000	-	-	-	-	-	-	-	51	-	-	-	18.666666666666668	
5ab9ab5325f15f355762988e	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALLEN, Robert B. Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine. v. 17, n. 11/12, 2011. Disponível em: <https://doi.org/10.1045/november2011-allen>. 	{:author=>"ALLEN, Robert B.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine.", :journal=>"v.", :volume=>"17, n. 11/12,", :date=>"2011.", :note=>"Disponível em: <https://doi.org/10.1045/november2011-allen>."}	45.0	-	-	0.000	-	-	-	100	-	-	-	45	-	-	85	55.0	
5ab9ab5325f15f355762988e	memorias-do-instituto-oswaldo-cruz	Allen RB 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen RB", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	47.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	37.5	
5ab9ab5325f15f355762988e	veterinary-pathology	1. Allen RB. Weaving Content with Coordination Widgets. 2011;17.  	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets.", :date=>"2011;17."}	60.0	-	-	43	-	-	-	-	-	-	-	2	-	-	-	35.0	
5ab9ab5325f15f355762988e	the-journal-of-molecular-diagnostics	1.Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine, 2011, 17 	{:author=>"1.Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :journal=>"Magazine,", :volume=>"2011,", :pages=>"17"}	53.0	-	-	-	-	-	-	50	-	-	-	15	-	-	80	49.5	
5ab9ab5325f15f355762988e	computer-und-recht	Allen, Weaving Content with Coordination Widgets, 2011 	{:author=>"Allen,", :title=>"Weaving Content with Coordination Widgets,", :date=>"2011"}	67.0	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-the-american-college-of-cardiology	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011;17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 2011;17. Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	80	-	-	-	-	-	-	-	-	-	15	-	-	-	51.666666666666664	
5ab9ab5325f15f355762988e	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Allen R.B., 2011. Weaving Content with Coordination Widgets. D-Lib Magazine, 17 (11/12): , doi: 10.1045/november2011-allen 	{:author=>"Allen R.B.,", :date=>["2011.", "( 11/12):"], :title=>"Weaving Content with Coordination Widgets.", :journal=>"D-Lib Magazine,", :volume=>"17", :location=>",", :doi=>"doi: 10.1045/november2011-allen"}	40.0	-	-	0.000	16	-	-	7	5ab9b92b25f15f355762ea20	diatom-research	Alon N. & Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon N. & Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	annual-reviews-author-date	Alon N, Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52: 	{:author=>"Alon N, Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52:"}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	journal-of-music-technology-and-education	 Alon, N. and Fischer, E. (1999), 'Refining the Graph Density Condition for the Existence of Almost K-factors', Ars Comb., 52 	{:author=>"Alon, N. and Fischer, E.", :date=>"(1999),", :title=>"'Refining the Graph Density Condition for the Existence of Almost K-factors',", :journal=>"Ars Comb.,", :volume=>"52"}	62.333333333333336	-	-	0.000	-	-	-	10	-	-	-	4	-	-	0	15.26666666666667	
5ab9b92b25f15f355762ea20	journal-of-antimicrobial-chemotherapy	1. Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb 1999; 52. 	{:author=>"1. Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb", :date=>"1999;", :pages=>"52."}	52.5	-	-	20	-	-	-	11	-	-	-	1	-	-	-	21.125	
5ab9b92b25f15f355762ea20	culture-medicine-and-psychiatry	Alon, Noga, and Eldar Fischer 1999 Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. Ars Comb. 	{:author=>"Alon, Noga, and Eldar Fischer", :date=>"1999", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb. 52. Ars Comb."}	27.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	-	22.25	
5ab9b92b25f15f355762ea20	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALON, Noga; FISCHER, Eldar. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb., Ars Comb. v. 52, 1999. 	{:author=>"ALON, Noga; FISCHER, Eldar.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb., Ars Comb. v.", :volume=>"52,", :date=>"1999."}	82.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	33	35.4	
5ab9b92b25f15f355762ea20	asian-journal-of-neurosurgery	1. Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb 1999;52.  	{:author=>"1. Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb", :date=>"1999;52."}	52.5	-	-	43	-	-	-	11	-	-	-	1	-	-	-	26.875	
5ab9b92b25f15f355762ea20	nuclear-receptor-signaling	Alon, N. & Fischer, E. (1999) Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb, 52. 	{:author=>"Alon, N. & Fischer, E.", :date=>"(1999)", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb,", :volume=>"52."}	53.25	-	-	0.000	-	-	-	11	-	-	-	1	-	-	33	19.65	
5ab9b92b25f15f355762ea20	sist02	(1)Alon, Noga, Fischer, Eldar. Ars Comb.: Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 1999, vol. 52. 	{:author=>"(1)Alon, Noga, Fischer, Eldar.", :title=>"Ars Comb.: Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb. 1999,", :volume=>"vol. 52."}	26.25	-	-	-	-	-	-	40	-	-	-	14	-	-	75	38.8125	
5ab9b92b25f15f355762ea20	spanish-legal	Alon, N.; Fischer, E., “Refining the Graph Density Condition for the Existence of Almost K-factors”, Ars Comb., vol. 52, 1999, (Ars Comb.). 	{:author=>"Alon, N.; Fischer, E.,", :title=>"“Refining the Graph Density Condition for the Existence of Almost K-factors”,", :journal=>"Ars Comb.,", :volume=>"vol. 52,", :date=>"1999,", :publisher=>"(Ars Comb.)."}	64.0	-	-	0.000	-	-	-	10	-	-	4	-	-	75	30.6	
5ab9b92b25f15f355762ea20	uludag-universitesi-sosyal-bilimler-enstitusu-ilahiyat-fakultesi-full-note	ALON Noga, Eldar FISCHER, “Refining the Graph Density Condition for the Existence of Almost K-factors”, Ars Comb., Ars Comb. c. 52, (1999). 	{:author=>"ALON Noga,", :title=>"Eldar FISCHER, “Refining the Graph Density Condition for the Existence of Almost K-factors”,", :journal=>"Ars Comb., Ars Comb. c.", :volume=>"52,", :date=>"(1999)."}	78.0	-	-	0.000	-	-	-	61	-	-	-	20	-	-	33	38.4	
5ab9b92b25f15f355762ea20	french1	[1]ALON N., FISCHER E. « Refining the Graph Density Condition for the Existence of Almost K-factors ». Ars Comb. 1999. Vol. 52,.  	{:author=>"[1]ALON N., FISCHER E.", :title=>"« Refining the Graph Density Condition for the Existence of Almost K-factors ».", :journal=>"Ars Comb.", :volume=>"1999. Vol. 52,."}	87.5	-	-	-	-	-	-	0	-	-	-	6	-	-	87	45.125	
5ab9b92b25f15f355762ea20	international-journal-of-food-science-and-technology	Alon, N. & Fischer, E. (1999). Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb., Ars Comb., 52. 	{:author=>"Alon, N. & Fischer, E.", :date=>"(1999).", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb., Ars Comb.,", :volume=>"52."}	53.25	-	-	0.000	-	-	-	57	-	-	-	1	-	-	33	28.85	
5ab9b92b25f15f355762ea20	ksce-journal-of-civil-engineering	Alon, N., and Fischer, E. (1999). Refining the Graph Density Condition for the Existence of Almost K-factors: Ars Comb., Vol. 52. 	{:author=>"Alon, N., and Fischer, E.", :date=>"(1999).", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors:", :journal=>"Ars Comb.,", :volume=>"Vol. 52."}	60.5	-	-	0.000	-	-	-	10	-	-	-	1	-	-	75	29.3	
5ab9b92b25f15f355762ea20	gastrointestinal-intervention	1.Alon N., Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 1999;52. 	{:author=>"1.Alon N., Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :date=>"1999;52."}	47.0	-	-	43	-	-	-	0	-	-	-	1	-	-	-	22.75	
5ab9b92b25f15f355762ea20	mimesis-edizioni	N. Alon, E. Fischer, Refining the Graph Density Condition for the Existence of Almost K-factors, in «Ars Comb.», n. 52, 1999 	{:author=>"N. Alon, E. Fischer,", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors,", :booktitle=>"in «Ars Comb.», n.", :volume=>"52,", :date=>"1999"}	83.0	86	-	0.000	-	-	-	-	-	-	-	1	-	-	33	40.6	
5ab9b92b25f15f355762ea20	byzantina-symmeikta	1. N. Alon - E. Fischer, Refining the Graph Density Condition for the Existence of Almost K-factors, Ars Comb. 52 [Ars Comb.], (1999) . 	{:author=>"1. N. Alon - E. Fischer,", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors,", :journal=>"Ars Comb. 52 [Ars Comb.],", :date=>"(1999)", :unknown=>"."}	83.0	-	-	0.000	-	-	-	64	-	-	-	1	-	-	-	37.0	
5ab9b92b25f15f355762ea20	mycologia	Alon N, Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon N, Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	the-open-university-a251	Alon, N. and Fischer, E. (1999) ‘Refining the Graph Density Condition for the Existence of Almost K-factors’. Ars Comb., 52. 	{:author=>"Alon, N. and Fischer, E.", :date=>"(1999)", :title=>"‘Refining the Graph Density Condition for the Existence of Almost K-factors’.", :journal=>"Ars Comb.,", :volume=>"52."}	62.333333333333336	-	-	0.000	-	-	-	10	-	-	-	4	-	-	33	21.866666666666667	
5ab9b92b25f15f355762ea20	journal-of-field-ornithology	Alon, N. and E. Fischer. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon, N. and E. Fischer.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	70.0	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	20.8	
5ab9b92b25f15f355762ea20	mcgill-en	Alon, Noga & Eldar Fischer. “Refining the Graph Density Condition for the Existence of Almost K-factors” (1999) 52 Ars Comb. 	{:author=>"Alon, Noga & Eldar Fischer.", :title=>["“Refining the Graph Density Condition for the Existence of Almost K-factors”", "52 Ars Comb."], :date=>"(1999)"}	28.666666666666668	-	-	0.000	-	-	-	-	-	-	-	3	-	-	-	10.555555555555555	
5ab9b92b25f15f355762ea20	journal-of-the-electrochemical-society	1. N. Alon and E. Fischer, Ars Comb., 52 (1999). 	{:author=>"1. N. Alon and E.", :journal=>"Fischer, Ars Comb.,", :volume=>"52", :date=>"(1999)."}	76.0	-	-	0.000	-	-	-	53	-	-	-	-	-	-	0	32.25	
5ab9b92b25f15f355762ea20	journal-of-cellular-and-molecular-medicine	[1]Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 1999; 52. 	{:author=>"[1]Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"1999;", :pages=>"52."}	52.5	-	-	-	-	-	-	0	-	-	-	1	-	-	100	38.375	
5ab9b92b25f15f355762ea20	onderstepoort-journal-of-veterinary-research	Alon, N. & Fischer, E., 1999, 'Refining the Graph Density Condition for the Existence of Almost K-factors', Ars Comb. 52. 	{:author=>"Alon, N. & Fischer, E.,", :date=>"1999,", :title=>"'Refining the Graph Density Condition for the Existence of Almost K-factors',", :journal=>"Ars Comb.", :volume=>"52."}	53.25	-	-	0.000	-	-	-	0	-	-	-	4	-	-	33	18.05	
5ab9b92b25f15f355762ea20	technische-universitat-dresden-betriebswirtschaftslehre-logistik-author-date	Alon, N. / Fischer, E. (1999): Refining the Graph Density Condition for the Existence of Almost K-factors. In: Ars Comb., vol. 52, 1999. 	{:author=>"Alon, N. / Fischer, E.", :date=>["( 1999):", "1999."], :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :location=>"In:", :publisher=>"Ars Comb.,", :volume=>"vol. 52,"}	64.0	-	-	33	-	-	-	-	5ab9b3cf25f15f355762cc84	diatom-research	The Eighth ISCA Tutorial and Research Workshop on Speech Synthesis, Barcelona, Spain, August 31-September 2, 2013 2013. . ISCA. 	{:title=>"The Eighth ISCA Tutorial and Research Workshop on Speech Synthesis,", :location=>"Barcelona, Spain,", :date=>"August 31-September 2, 2013 2013.", :unknown=>".", :publisher=>"ISCA."}	-	-	87	-	-	-	-	5ab9bbf925f15f355762f9be	diatom-research	da Cruz F. & Altman J. E. 2000. Internet Kermit Service. RFC 2839: 1–20. 	{:author=>"da Cruz F. & Altman J. E.", :date=>"2000.", :title=>"Internet Kermit Service.", :journal=>"RFC", :volume=>"2839:", :pages=>"1–20."}	52.5	-	-	0.000	-	-	-	0	-	40	-	-	4	-	-	20	19.416666666666668	
5ab9bbf925f15f355762f9be	annual-reviews-author-date	da Cruz F, Altman JE. 2000. Internet Kermit Service. RFC. 2839:1–20 	{:author=>"da Cruz F, Altman JE.", :date=>"2000.", :title=>"Internet Kermit Service.", :journal=>"RFC.", :volume=>"2839:", :pages=>"1–20"}	58.5	-	-	0.000	-	-	-	25	-	25	-	-	4	-	-	20	22.083333333333332	
5ab9bbf925f15f355762f9be	journal-of-music-technology-and-education	 da Cruz, F. and Altman, J. E. (2000), 'Internet Kermit Service', RFC, 2839, pp. 1–20. https://doi.org/10.17487/RFC2839 	{:author=>"da Cruz, F. and Altman, J. E.", :date=>"(2000),", :title=>"'Internet Kermit Service',", :journal=>"RFC,", :volume=>"2839,", :pages=>"pp. 1–20. https://doi.org/10.17487/RFC2839"}	74.0	-	-	0.000	-	-	-	25	-	93	-	-	12	-	-	20	37.333333333333336	
5ab9bbf925f15f355762f9be	journal-of-antimicrobial-chemotherapy	1. da Cruz F, Altman JE. Internet Kermit Service. RFC 2000; 2839: 1–20. Available at: https://doi.org/10.17487/RFC2839. 	{:author=>"1. da Cruz F, Altman JE.", :title=>"Internet Kermit Service.", :journal=>"RFC", :volume=>"2000; 2839:", :pages=>"1–20.", :note=>"Available at:", :url=>"https://doi.org/10.17487/RFC2839."}	65.0	-	-	-	-	-	-	0	-	40	-	-	4	-	-	64	34.6	
5ab9bbf925f15f355762f9be	culture-medicine-and-psychiatry	da Cruz, Frank, and Jeffrey E. Altman 2000 Internet Kermit Service. RFC 2839. RFC: 1–20. Retrieved. from https://doi.org/10.17487/RFC2839. 	{:author=>"da Cruz, Frank, and Jeffrey E. Altman", :date=>"2000", :title=>"Internet Kermit Service. RFC 2839.", :accessed=>"RFC: 1–20. Retrieved. from", :url=>"https://doi.org/10.17487/RFC2839."}	44.333333333333336	-	-	0.000	-	-	-	-	-	-	-	32	-	-	-	25.444444444444446	
5ab9bbf925f15f355762f9be	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	DA CRUZ, Frank; ALTMAN, Jeffrey E. Internet Kermit Service. RFC, RFC. v. 2839, p. 1–20, 2000. Disponível em: <https://doi.org/10.17487/RFC2839>. 	{:author=>"DA CRUZ, Frank; ALTMAN, Jeffrey E.", :title=>"Internet Kermit Service. RFC, RFC.", :journal=>"v.", :volume=>"2839,", :pages=>"p. 1–20,", :date=>"2000.", :note=>"Disponível em: <https://doi.org/10.17487/RFC2839>."}	83.33333333333333	-	-	0.000	-	-	-	100	-	63	-	-	32	-	-	20	49.72222222222222	
5ab9bbf925f15f355762f9be	memorias-do-instituto-oswaldo-cruz	Cruz F da, Altman JE 2000. Internet Kermit Service. RFC 2839: 1–20. 	{:author=>"Cruz", :title=>"F da, Altman JE 2000. Internet Kermit Service.", :journal=>"RFC", :volume=>"2839:", :pages=>"1–20."}	0.0	-	-	-	-	-	-	0	-	40	-	-	50	-	-	20	22.0	
5ab9bbf925f15f355762f9be	veterinary-pathology	1. da Cruz F, Altman JE. Internet Kermit Service. 2000;2839:1–20.  	{:author=>"1. da Cruz F,", :title=>"Altman JE.", :journal=>"Internet Kermit Service.", :volume=>"2000;2839:", :pages=>"1–20."}	67.0	-	-	-	-	-	-	100	-	40	-	-	87	-	-	60	70.8	
5ab9bbf925f15f355762f9be	the-journal-of-molecular-diagnostics	1.da Cruz F, Altman JE. Internet Kermit Service. RFC, 2000, 2839:1–20 	{:author=>"1.da Cruz F, Altman JE.", :title=>"Internet Kermit Service.", :journal=>"RFC,", :volume=>"2000, 2839:", :pages=>"1–20"}	64.5	-	-	-	-	-	-	25	-	25	-	-	4	-	-	64	36.5	
5ab9bbf925f15f355762f9be	computer-und-recht	Cruz, da/Altman, Internet Kermit Service, 2000, 1 	{:author=>"Cruz, da/Altman, Internet Kermit Service,", :date=>"2000, 1"}	60.666666666666664	-	-	33	-	-	-	-	-	-	-	-	-	-	-	46.83333333333333	
5ab9bbf925f15f355762f9be	journal-of-the-american-college-of-cardiology	1. da Cruz F, Altman JE. Internet Kermit Service. RFC 2000;2839:1–20. Available at: https://doi.org/10.17487/RFC2839. 	{:author=>"1. da Cruz F, Altman JE.", :title=>"Internet Kermit Service.", :journal=>"RFC", :volume=>"2000;2839:", :pages=>"1–20.", :note=>"Available at:", :url=>"https://doi.org/10.17487/RFC2839."}	65.0	-	-	-	-	-	-	0	-	40	-	-	4	-	-	60	33.8	
5ab9bbf925f15f355762f9be	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	da Cruz F., Altman J.E., 2000. Internet Kermit Service. RFC, 28391‑20, doi: 10.17487/RFC2839 	{:author=>"da Cruz F., Altman J.E.,", :date=>"2000.", :title=>"Internet Kermit Service.", :doi=>"RFC, 28391‑20, doi: 10.17487/RFC2839"}	58.5	-	-	0.000	56	-	-	-	-	-	-	4	-	-	-	29.625	
5ab9bbf925f15f355762f9be	scandinavian-journal-of-work-environment-and-health	1. da Cruz F, Altman JE. Internet Kermit Service. RFC [Internet] . 2000;2839:1–20. Available from: https://doi.org/10.17487/RFC2839 	{:author=>"1. da Cruz F, Altman JE.", :title=>"Internet Kermit Service. RFC [Internet]", :unknown=>".", :volume=>"2000;2839:", :pages=>"1–20.", :accessed=>"Available from:", :url=>"https://doi.org/10.17487/RFC2839"}	65.0	-	-	-	-	-	-	-	-	40	-	-	41	-	-	60	51.5	
5ab9bbf925f15f355762f9be	genome-biology-and-evolution	da Cruz F, Altman JE. 2000. Internet Kermit Service. RFC. 2839:1–20. doi: 10.17487/RFC2839. 	{:author=>"da Cruz F, Altman JE.", :date=>"2000.", :title=>"Internet Kermit Service.", :journal=>"RFC.", :volume=>"2839:", :pages=>"1–20.", :doi=>"doi: 10.17487/RFC2839."}	58.5	-	-	0.000	27	-	-	25	-	40	-	-	4	-	-	20	24.928571428571427	
5ab9bbf925f15f355762f9be	harvard-university-of-gloucestershire	da Cruz, F. & Altman, J.E. (2000) Internet Kermit Service, RFC 2839: 1–20 Available from: <https://doi.org/10.17487/RFC2839> [Accessed:  	{:author=>"da Cruz, F. & Altman, J.E.", :date=>"(2000)", :title=>"Internet Kermit Service,", :producer=>"RFC 2839: 1–20 Available from: <https://doi.org/10.17487/RFC2839> [Accessed:"}	59.25	-	-	0.000	-	-	-	-	-	-	-	4	-	-	-	21.083333333333332	
5ab9bbf925f15f355762f9be	monash-university-harvard	da Cruz, F & Altman, JE 2000, ‘Internet Kermit Service’, RFC, vol. 2839, pp. 1–20, doi: 10.17487/RFC2839 	{:author=>"da Cruz, F & Altman,", :date=>"JE 2000,", :title=>"‘Internet Kermit Service’,", :journal=>"RFC,", :volume=>"vol. 2839,", :pages=>"pp. 1–20,", :doi=>"doi: 10.17487/RFC2839"}	52.333333333333336	-	-	43	24	-	-	25	-	67	-	-	12	-	-	60	40.47619047619048	
5ab9bbf925f15f355762f9be	social-cognitive-and-affective-neuroscience	da Cruz, F., Altman, J.E. (2000). Internet Kermit Service. RFC, 2839, 1–20 	{:author=>"da Cruz, F., Altman, J.E.", :date=>"(2000).", :title=>"Internet Kermit Service.", :journal=>"RFC,", :volume=>"2839,", :pages=>"1–20"}	59.25	-	-	0.000	-	-	-	25	-	25	-	-	4	-	-	20	22.208333333333332	
5ab9bbf925f15f355762f9be	the-world-journal-of-biological-psychiatry	da Cruz F, Altman JE. 2000. Internet Kermit Service. RFC [Internet] 2839:1–20. Available from: https://doi.org/10.17487/RFC2839 	{:author=>"da Cruz F, Altman JE.", :date=>"2000.", :title=>"Internet Kermit Service.", :journal=>"RFC [Internet]", :volume=>"2839:", :pages=>"1–20.", :accessed=>"Available from:", :url=>"https://doi.org/10.17487/RFC2839"}	58.5	-	-	0.000	-	-	-	79	-	40	-	-	4	-	-	20	33.583333333333336	
5ab9bbf925f15f355762f9be	harvard-southampton-solent-university	DA CRUZ, F. and J.E. ALTMAN, 2000. Internet Kermit Service. RFC [online], 2839, 1–20 Available from: https://doi.org/10.17487/RFC2839 	{:author=>"DA CRUZ, F. and J.E. ALTMAN,", :date=>"2000.", :title=>"Internet Kermit Service.", :journal=>"RFC [online],", :volume=>"2839,", :pages=>"1–20", :accessed=>"Available from:", :url=>"https://doi.org/10.17487/RFC2839"}	84.5	-	-	0.000	-	-	-	77	-	25	-	-	4	-	-	20	35.083333333333336	
5ab9bbf925f15f355762f9be	the-auk	da Cruz, F., and J. E. Altman (2000). Internet Kermit Service. RFC 2839:1–20. doi: 10.17487/RFC2839 	{:author=>"da Cruz, F., and J. E. Altman", :date=>"(2000).", :title=>"Internet Kermit Service.", :journal=>"RFC", :volume=>"2839:", :pages=>"1–20.", :doi=>"doi: 10.17487/RFC2839"}	69.33333333333333	-	-	0.000	24	-	-	0	-	40	-	-	4	-	-	20	22.476190476190474	
5ab9bbf925f15f355762f9be	magnetic-resonance-in-medicine	1. da Cruz F, Altman JE. Internet Kermit Service. RFC [Internet] 2000;2839:1–20. doi: 10.17487/RFC2839. 	{:author=>"1. da Cruz F, Altman JE.", :title=>"Internet Kermit Service.", :journal=>"RFC [Internet]", :volume=>"2000;2839:", :pages=>"1–20.", :doi=>"doi: 10.17487/RFC2839."}	65.0	-	-	-	27	-	-	79	-	40	-	-	4	-	-	60	45.833333333333336	
5ab9bbf925f15f355762f9be	national-science-foundation-grant-proposals	1. Cruz, F. da and Altman, J. E. “Internet Kermit Service” RFC 2839, (2000): 1–20. doi:10.17487/RFC2839, Available at https://doi.org/10.17487/RFC2839  	{:author=>"1. Cruz, F. da and Altman, J. E.", :title=>"“Internet Kermit Service”", :journal=>"RFC", :date=>"2839, ( 2000):", :pages=>"1–20.", :doi=>"doi:10.17487/RFC2839,", :note=>"Available at https://doi.org/10.17487/RFC2839"}	75.0	-	-	64	24	-	-	0	-	40	-	-	8	-	-	-	35.166666666666664	
5ab9bbf925f15f355762f9be	the-journal-of-parasitology	da Cruz, F., and Altman, J. E. 2000. Internet Kermit Service. 20 p. RFC 2839: 1–20. 	{:author=>"da Cruz, F., and Altman, J. E.", :date=>"2000.", :journal=>"Internet Kermit Service.", :volume=>"20", :pages=>["p.", "1–20."], :note=>"RFC 2839:"}	64.5	-	-	0.000	-	-	-	100	-	40	-	-	-	-	-	75	55.9	
5ab9bbf925f15f355762f9be	biochemical-society-transactions	[1]da Cruz F, Altman JE. (2000) Internet Kermit Service. RFC [Internet]. 2839, 1–20. Available from: https://doi.org/10.17487/RFC2839 	{:author=>"[1]da Cruz F, Altman JE.", :date=>"(2000)", :title=>"Internet Kermit Service.", :journal=>"RFC [Internet].", :volume=>"2839,", :pages=>"1–20.", :accessed=>"Available from:", :url=>"https://doi.org/10.17487/RFC2839"}	65.0	-	-	0.000	-	-	-	80	-	40	-	-	4	-	-	20	34.833333333333336	
